# Simulation 1 (Up to date)
# 641 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.657,25.611,40.611,80.422,80.6,114.241,115.949,0.395,-4.852e-6,0.395,90.001,5.353,19.829,59.75,17.15,0.534,0,22.877,0.01,82.161,89.998,1237.172,141.172,0.468,0.007,9.819,129.513,100.098,2.895,170.725,14.054,15.329,0.471,0.234,0.11,0.127,0.471,0.104,0.268,-3.346e-4,0,0,0,0,0.032,4.957,90,14.736,1008.487,0.001,340.229,0.238,9.55e6,10.16,81.073,0.018,0.026,0.006
0.674,27.047,42.047,82.431,82.626,113.497,114.688,0.493,-2.126e-6,0.493,90,5.673,16.481,59.75,17.15,0.078,0,23.884,0.062,82.576,89.997,1235.579,139.579,0.467,0.007,9.819,130.089,100.024,2.959,169.806,13.997,16.083,0.471,0.233,0.11,0.128,0.471,0.015,0.011,-8.778e-6,0,0,0,0,0.033,4.953,90,14.727,1008.319,0.001,340.223,0.244,9.788e6,10.16,81.073,0.009,0.026,0.006
0.683,27.755,42.755,83.399,83.601,113.113,114.084,0.542,-5.256e-7,0.542,90,5.807,14.855,59.75,17.15,0.13,0,-23.705,0.035,82.78,89.997,1234.807,138.807,0.467,0.007,9.819,130.026,99.988,2.957,169.36,13.969,16.459,0.471,0.233,0.11,0.128,0.471,0.025,0.106,3.945e-4,0,0,0,0,-0.032,4.951,90,14.722,1008.236,0.001,340.22,0.247,9.903e6,10.16,81.073,0.013,0.026,0.006
0.696,28.834,43.834,84.844,85.055,112.364,113.049,0.617,2.208e-6,0.617,90,5.982,12.43,59.75,17.15,0.418,0,-22.635,0.008,83.078,89.997,1233.669,137.669,0.466,0.007,9.819,129.668,99.935,2.926,168.52,13.912,17.036,0.47,0.232,0.11,0.128,0.471,0.081,0.266,-2.413e-4,0,0,0,0,-0.028,4.948,90,14.715,1008.109,0.001,340.216,0.251,1.007e7,10.16,81.073,0.019,0.027,0.006
0.715,30.486,45.486,86.993,87.213,111.171,111.525,0.734,7.029e-6,0.734,89.999,6.186,8.878,59.75,17.15,0.808,0,-19.282,0.004,83.484,89.997,1231.963,135.963,0.466,0.007,9.819,129.195,99.855,2.888,167.259,13.827,17.925,0.47,0.232,0.11,0.129,0.471,0.159,0.478,-4.462e-4,0,0,0,0,-0.02,4.995,90,14.704,1007.915,0.001,340.21,0.258,1.033e7,10.16,81.073,0.019,0.027,0.006
0.734,32.154,47.154,89.088,89.313,109.882,110.045,0.853,1.258e-5,0.853,89.999,6.326,5.986,59.75,17.15,1.084,-6.658e-7,-14.127,0.002,83.803,89.997,1230.281,134.281,0.465,0.007,9.819,128.871,99.776,2.864,166.017,13.743,18.815,0.47,0.231,0.11,0.129,0.472,0.215,0.626,4.273e-4,0,0,0,0,-0.01,5.055,90,14.693,1007.72,0.001,340.203,0.264,1.057e7,10.16,81.073,0.013,0.028,0.007
0.747,33.305,48.305,90.489,90.715,108.765,108.86,0.935,1.676e-5,0.935,89.999,6.393,4.555,59.75,17.15,1.194,-9.504e-7,-9.857,0.002,83.958,89.997,1229.169,133.169,0.465,0.007,9.819,128.745,99.724,2.856,164.957,13.668,19.417,0.47,0.23,0.11,0.129,0.472,0.237,0.683,2.652e-4,0,0,0,0,-0.005,5.096,90,14.686,1007.585,0.001,340.199,0.268,1.074e7,10.16,81.073,0.011,0.028,0.007
0.758,34.341,49.341,91.72,91.946,107.722,107.791,1.008,2.071e-5,1.008,89.999,6.44,3.845,59.75,17.15,1.22,-9.901e-7,-5.74,0.003,84.046,89.998,1228.182,132.182,0.465,0.007,9.819,128.717,99.678,2.858,164.017,13.601,19.943,0.47,0.23,0.111,0.13,0.472,0.243,0.696,-1.151e-4,0,0,0,0,-0.002,5.105,90,14.679,1007.463,0.001,340.195,0.272,1.088e7,10.16,81.073,0.011,0.028,0.007
0.769,35.344,50.344,92.885,93.111,106.687,106.749,1.078,2.467e-5,1.078,89.999,6.48,3.622,59.75,17.15,1.195,-8.577e-7,-1.718,0.003,84.087,89.998,1227.24,131.24,0.464,0.007,9.819,128.75,99.633,2.866,163.118,13.537,20.439,0.47,0.23,0.111,0.13,0.472,0.238,0.682,-2.32e-4,0,0,0,0,-1.364e-4,5.102,90,14.673,1007.346,0.001,340.191,0.275,1.102e7,10.16,81.073,0.011,0.029,0.007
0.78,36.354,51.354,94.032,94.258,105.624,105.693,1.148,2.876e-5,1.148,89.999,6.52,3.801,59.75,17.15,1.129,-8.597e-7,2.235,0.005,84.084,89.998,1226.302,130.302,0.464,0.007,9.819,128.832,99.589,2.878,162.225,13.473,20.929,0.47,0.229,0.111,0.13,0.472,0.224,0.645,4.954e-4,0,0,0,0,2.253e-4,5.1,90,14.666,1007.227,0.001,340.187,0.279,1.115e7,10.16,81.073,0.004,0.029,0.007
0.784,36.744,51.744,94.469,94.695,105.208,105.283,1.175,3.035e-5,1.175,89.999,6.536,3.973,59.75,17.15,1.093,-8.755e-7,3.707,0.004,84.072,89.998,1225.943,129.943,0.464,0.007,9.819,128.876,99.572,2.884,161.882,13.448,21.115,0.47,0.229,0.111,0.13,0.472,0.217,0.625,-2.067e-4,0,0,0,0,6.142e-4,5.099,90,14.664,1007.181,0.001,340.185,0.28,1.12e7,10.16,81.073,0.006,0.03,0.007
0.79,37.334,52.334,95.121,95.347,104.54,104.63,1.216,3.277e-5,1.216,89.998,6.562,4.33,59.75,17.15,1.03,-8.826e-7,5.845,0.006,84.042,89.999,1225.417,129.417,0.464,0.007,9.819,128.953,99.547,2.894,161.327,13.408,21.395,0.47,0.229,0.111,0.13,0.471,0.204,0.589,3.505e-4,0,0,0,0,0.002,5.098,90,14.66,1007.112,0.001,340.183,0.282,1.128e7,10.16,81.073,0.009,0.03,0.007
0.8,38.225,53.225,96.091,96.318,103.517,103.642,1.277,3.642e-5,1.277,89.998,6.605,5.084,59.75,17.15,0.916,-9.342e-7,8.836,0.006,83.973,89.999,1224.63,128.63,0.463,0.007,9.819,129.092,99.51,2.912,160.495,13.347,21.813,0.47,0.229,0.111,0.131,0.471,0.181,0.523,-1.82e-4,0,0,0,0,0.003,5.096,90,14.654,1007.008,0.001,340.179,0.285,1.139e7,10.16,81.073,0.013,0.03,0.007
0.813,39.497,54.497,97.442,97.671,102.071,102.253,1.364,4.156e-5,1.364,89.998,6.679,6.098,59.75,17.15,0.778,-9.242e-7,12.591,0.004,83.832,89.999,1223.52,127.52,0.463,0.007,9.819,129.263,99.458,2.934,159.322,13.262,22.412,0.47,0.228,0.111,0.131,0.471,0.153,0.442,-3.498e-4,0,0,0,0,0.007,5.193,90,14.646,1006.858,0.001,340.174,0.289,1.155e7,10.16,81.073,0.015,0.031,0.007
0.828,40.98,55.98,98.971,99.203,100.351,100.649,1.466,4.739e-5,1.466,89.998,6.782,7.745,59.75,17.15,0.58,-8.395e-7,16.127,0.002,83.614,89.999,1222.244,126.244,0.463,0.007,9.819,129.511,99.397,2.964,157.974,13.163,23.101,0.47,0.228,0.111,0.131,0.47,0.113,0.325,-3.023e-4,0,0,0,0,0.011,5.31,90,14.636,1006.684,0.001,340.168,0.293,1.173e7,10.16,81.073,0.007,0.031,0.007
0.835,41.697,56.697,99.691,99.926,99.508,99.885,1.515,5.014e-5,1.515,89.998,6.842,8.678,59.75,17.15,0.474,-8.582e-7,17.447,0.003,83.493,89.999,1221.635,125.635,0.462,0.007,9.819,129.644,99.368,2.98,157.331,13.116,23.431,0.47,0.227,0.111,0.131,0.47,0.092,0.262,-2.873e-4,0,0,0,0,0.012,5.365,90,14.631,1006.6,0.001,340.166,0.295,1.181e7,10.16,81.073,0.011,0.032,0.007
0.846,42.781,57.781,100.761,101,98.267,98.795,1.59,5.427e-5,1.59,89.998,6.944,10.203,59.75,17.15,0.307,-8.049e-7,18.912,0.006,83.295,89.999,1220.746,124.746,0.462,0.007,9.819,129.855,99.326,3.005,156.428,13.051,23.929,0.47,0.227,0.111,0.132,0.47,0.059,0.165,1.773e-4,0,0,0,0,0.014,5.449,90,14.624,1006.473,0.001,340.161,0.298,1.194e7,10.16,81.073,0.016,0.032,0.007
0.862,44.428,59.428,102.339,102.588,96.308,97.196,1.704,6.049e-5,1.704,89.998,7.132,13.103,59.75,17.15,0.005,-8.52e-7,-19.731,0.377,82.979,89.999,1219.414,123.414,0.462,0.007,9.819,130.242,99.262,3.049,155.074,12.952,24.676,0.47,0.227,0.111,0.132,0.47,9.407e-4,0.015,1.126e-4,0,0,0,0,-0.012,5.462,90,14.614,1006.28,0.001,340.155,0.303,1.213e7,10.16,81.073,0.024,0.032,0.008
0.886,46.908,61.908,104.612,104.88,93.342,94.938,1.879,6.987e-5,1.879,89.998,7.498,17.333,59.75,17.15,0.431,-9.568e-7,-17.353,0.005,82.527,89.998,1217.446,121.446,0.461,0.007,9.819,129.714,99.168,3.006,153.073,12.805,25.8,0.47,0.226,0.112,0.132,0.47,0.084,0.263,-2.177e-4,0,0,0,0,-0.011,5.425,90,14.598,1005.989,0.001,340.145,0.31,1.239e7,10.16,81.073,0.022,0.033,0.008
0.908,49.228,64.228,106.645,106.938,91.839,94.003,2.048,7.9e-5,2.048,89.998,7.913,20.054,59.75,17.15,0.661,-1.89e-6,-12.064,0.003,82.2,89.998,1215.673,119.673,0.46,0.007,9.819,129.437,99.083,2.988,152.595,12.784,26.845,0.47,0.225,0.112,0.133,0.471,0.13,0.393,4.48e-4,0,0,0,0,-0.005,5.444,90,14.583,1005.717,0.001,340.136,0.316,1.264e7,10.16,81.073,0.014,0.033,0.008
0.922,50.745,65.745,107.937,108.248,91.016,93.344,2.162,8.534e-5,2.162,89.998,8.202,20.715,59.75,17.15,0.698,-1.309e-6,-7.883,0.002,82.059,89.998,1214.532,118.532,0.46,0.007,9.819,129.397,99.028,2.989,152.287,12.77,27.517,0.47,0.225,0.112,0.133,0.471,0.137,0.411,-4.122e-4,0,0,0,0,-0.002,5.517,90,14.573,1005.539,0.001,340.13,0.32,1.279e7,10.16,81.073,0.014,0.033,0.008
0.936,52.253,67.253,109.197,109.527,90.306,92.647,2.278,9.205e-5,2.278,89.998,8.49,20.696,59.75,17.15,0.675,-1.016e-6,-3.646,0.003,81.979,89.997,1213.41,117.41,0.46,0.007,9.819,129.429,98.974,2.998,151.985,12.757,28.175,0.47,0.225,0.112,0.134,0.471,0.132,0.398,2.376e-4,0,0,0,0,-4.44e-4,5.588,90,14.563,1005.362,0.001,340.124,0.324,1.294e7,10.16,81.073,0.013,0.034,0.008
0.949,53.71,68.71,110.376,110.723,87.442,89.645,2.392,9.899e-5,2.392,89.998,8.759,19.749,59.75,17.15,0.603,-7.649e-7,0.205,-2.073e-4,81.956,89.997,1212.385,116.385,0.459,0.007,9.819,129.522,98.925,3.012,148.902,12.508,28.792,0.47,0.224,0.112,0.134,0.471,0.118,0.356,3.665e-4,0,0,0,0,1.376e-6,5.656,90,14.553,1005.191,0.001,340.118,0.327,1.308e7,10.16,81.073,0.015,0.034,0.008
0.964,55.321,70.321,111.623,111.988,84.369,86.354,2.521,1.072e-4,2.521,89.998,9.037,18.409,59.75,17.15,0.507,-9.165e-7,3.954,0.001,81.987,89.997,1211.264,115.264,0.459,0.007,9.819,129.645,98.871,3.029,145.53,12.237,29.448,0.471,0.224,0.112,0.134,0.471,0.099,0.3,4.449e-4,0,0,0,0,4.995e-4,5.671,90,14.543,1005.003,0.001,340.112,0.331,1.323e7,10.16,81.073,0.017,0.035,0.008
0.981,57.211,72.211,113.013,113.397,80.907,82.519,2.676,1.174e-4,2.676,89.997,9.329,16.231,59.75,17.15,0.349,-8.974e-7,7.391,0.002,82.084,89.997,1209.965,113.965,0.458,0.007,9.819,129.846,98.808,3.055,141.621,11.921,30.185,0.471,0.223,0.113,0.135,0.471,0.068,0.205,-3.837e-4,0,0,0,0,0.002,5.684,90,14.531,1004.781,0.001,340.104,0.335,1.34e7,10.16,81.073,0.007,0.035,0.008
0.988,58.049,73.049,113.606,113.998,79.409,80.835,2.745,1.222e-4,2.745,89.997,9.445,15.118,59.75,17.15,0.269,-8.744e-7,8.49,0.002,82.143,89.997,1209.394,113.394,0.458,0.007,9.819,129.949,98.78,3.068,139.902,11.781,30.502,0.471,0.223,0.113,0.135,0.471,0.052,0.157,1.33e-4,0,0,0,0,0.002,5.69,90,14.525,1004.683,0.001,340.101,0.337,1.347e7,10.16,81.073,0.011,0.035,0.008
0.999,59.314,74.314,114.435,114.836,70.013,71.098,2.851,1.296e-4,2.851,89.997,9.597,12.375,59.75,17.15,0.143,-9.547e-7,9.594,0.006,82.244,89.997,1208.725,112.725,0.458,0.007,9.819,130.111,98.748,3.087,128.582,10.834,30.949,0.471,0.223,0.113,0.135,0.471,0.028,0.082,-3.429e-5,0,0,0,0,0.003,5.699,90,14.517,1004.534,0.001,340.096,0.339,1.356e7,10.16,81.073,0.017,0.036,0.009
1.016,61.227,76.227,115.483,115.895,55.936,56.586,3.012,1.413e-4,3.012,89.997,9.771,8.546,59.75,17.15,0.019,-1.017e-6,-10.057,0.042,82.409,89.997,1207.722,111.722,0.458,0.007,9.819,130.271,98.699,3.107,111.601,9.411,31.518,0.471,0.223,0.113,0.135,0.471,0.004,0.015,-2.529e-4,0,0,0,0,-0.003,5.658,90,14.505,1004.31,0.001,340.089,0.343,1.369e7,10.16,81.073,0.023,0.036,0.009
1.039,63.927,78.927,116.556,116.976,36.315,36.498,3.242,1.589e-4,3.242,89.997,9.912,3.652,59.75,17.15,0.209,-1.234e-6,-8.575,0.001,82.63,89.996,1206.32,110.32,0.457,0.007,9.819,130.035,98.631,3.091,87.865,7.418,32.106,0.471,0.223,0.113,0.136,0.471,0.04,0.128,4.595e-4,0,0,0,0,-0.002,5.597,90,14.487,1003.993,0.001,340.078,0.346,1.381e7,10.16,81.073,0.035,0.037,0.009
1.074,68.011,83.011,117.349,117.77,9.175,9.257,3.588,1.887e-4,3.588,89.997,9.945,1.23,59.75,17.15,0.322,-1.862e-6,-3.325,0.005,82.843,89.995,1205.131,109.131,0.457,0.007,9.819,129.897,98.573,3.083,55.058,4.653,32.529,0.471,0.222,0.113,0.136,0.471,0.062,0.193,-4.73e-4,0,0,0,0,-3.196e-4,5.459,90,14.46,1003.514,0.001,340.062,0.348,1.39e7,10.16,81.073,0.015,0.037,0.009
1.089,69.784,84.784,117.399,117.817,-2.553,3.572,3.738,2.028e-4,3.738,89.997,9.917,2.498,59.75,17.15,0.303,-1.775e-6,-0.81,0.007,82.874,89.996,1204.617,108.617,0.457,0.007,9.819,129.92,98.548,3.088,40.857,3.454,32.544,0.471,0.222,0.113,0.136,0.471,0.059,0.182,2.221e-4,0,0,0,0,-1.893e-5,5.391,90,14.449,1003.306,0.001,340.055,0.348,1.39e7,10.16,81.073,0.023,0.038,0.009
1.112,72.443,87.443,117.231,117.645,-12.272,12.602,3.962,2.245e-4,3.962,89.997,9.856,2.867,59.75,17.15,0.229,-3.372e-7,2.375,0.008,82.855,89.997,1204.286,108.286,0.456,0.007,9.819,130.013,98.531,3.099,29.071,2.459,32.43,0.471,0.222,0.113,0.136,0.471,0.044,0.137,-4.529e-4,0,0,0,0,1.634e-4,5.316,90,14.432,1002.994,0.001,340.044,0.348,1.387e7,10.16,81.073,0.028,0.038,0.009
1.14,75.759,90.759,116.712,117.12,-24.361,24.522,4.241,2.513e-4,4.241,89.997,9.774,2.806,59.75,17.15,0.086,-8.734e-7,4.76,0.016,82.749,89.998,1203.872,107.872,0.456,0.007,9.819,130.191,98.511,3.118,14.328,1.212,32.12,0.471,0.223,0.113,0.136,0.471,0.017,0.051,3.115e-7,0,0,0,0,6.626e-4,5.254,90,14.41,1002.606,0.001,340.031,0.346,1.381e7,10.16,81.073,0.043,0.038,0.009
1.183,80.697,95.697,115.535,115.94,-30.936,30.981,4.654,2.894e-4,4.654,89.996,9.683,1.673,59.75,17.15,0.102,-1.079e-6,-4.362,0.01,82.542,89.999,1203.662,107.662,0.456,0.007,9.819,130.166,98.501,3.117,5.994,0.507,31.456,0.471,0.223,0.113,0.135,0.471,0.02,0.062,-1.131e-4,0,0,0,0,-5.677e-4,5.233,90,14.378,1002.026,0.001,340.012,0.343,1.366e7,10.16,81.073,0.008,0.039,0.009
1.191,81.676,96.676,115.267,115.672,-32.218,32.257,4.736,2.966e-4,4.736,89.996,9.67,1.592,59.75,17.15,0.127,-1.08e-6,-3.86,0.007,82.507,89.999,1203.62,107.62,0.456,0.007,9.819,130.134,98.499,3.114,4.33,0.366,31.308,0.471,0.223,0.113,0.135,0.471,0.024,0.076,8.528e-5,0,0,0,0,-4.467e-4,5.233,90,14.372,1001.912,0.001,340.008,0.342,1.363e7,10.16,81.073,0.013,0.039,0.009
1.204,83.141,98.141,114.855,115.259,-32.643,32.67,4.859,3.071e-4,4.859,89.996,9.651,1.342,59.75,17.15,0.158,-1.238e-6,-2.94,0.005,82.463,89.999,1203.6,107.6,0.456,0.007,9.819,130.093,98.498,3.11,3.636,0.308,31.08,0.471,0.223,0.113,0.135,0.471,0.03,0.095,4.289e-4,0,0,0,0,-2.609e-4,5.223,90,14.362,1001.74,0.001,340.002,0.341,1.358e7,10.16,81.073,0.019,0.04,0.009
1.223,85.327,100.327,114.225,114.63,-33.259,33.277,5.043,3.224e-4,5.043,89.996,9.628,1.086,59.75,17.15,0.193,-1.173e-6,-1.225,6.868e-4,82.423,89.999,1203.571,107.571,0.456,0.007,9.819,130.046,98.496,3.105,2.595,0.22,30.732,0.471,0.223,0.113,0.135,0.471,0.037,0.116,1.128e-4,0,0,0,0,-4.583e-5,5.175,90,14.348,1001.483,0.001,339.994,0.339,1.35e7,10.16,81.073,0.019,0.04,0.009
1.242,87.512,102.512,113.582,113.988,-33.825,33.846,5.228,3.371e-4,5.228,89.996,9.607,1.199,59.75,17.15,0.192,-1.459e-6,0.637,0.004,82.417,89.999,1203.541,107.541,0.456,0.007,9.819,130.045,98.495,3.105,1.55,0.131,30.378,0.471,0.223,0.113,0.135,0.471,0.037,0.115,-2.133e-4,0,0,0,0,1.254e-5,5.126,90,14.334,1001.227,0.001,339.985,0.337,1.343e7,10.16,81.073,0.029,0.04,0.008
1.271,90.765,105.765,112.606,113.011,-34.003,34.061,5.503,3.586e-4,5.503,89.996,9.563,2.003,59.75,17.15,0.117,-9.279e-7,2.907,1.993e-4,82.471,89.998,1203.529,107.529,0.456,0.007,9.819,130.136,98.494,3.114,0.676,0.057,29.844,0.471,0.224,0.113,0.135,0.471,0.023,0.07,2.43e-4,0,0,0,0,2.654e-4,5.086,90,14.313,1000.845,0.001,339.972,0.334,1.331e7,10.16,81.073,0.022,0.041,0.008
# Event BURNOUT occurred at t=1.293 seconds
1.293,93.26,108.26,111.849,112.252,-34.109,34.23,5.716,3.751e-4,5.716,89.996,9.509,2.878,59.75,17.15,0.031,-9.193e-7,3.702,-0.015,82.546,89.998,1203.52,107.52,0.456,0.007,9.819,130.243,98.494,3.125,0,0,29.434,0.471,0.224,0.112,0.134,0.471,0.006,0.018,-1.387e-4,0,0,0,0,4.362e-4,5.064,90,14.296,1000.553,0.001,339.962,0.332,1.322e7,10.16,81.073,0.033,0.041,0.008
1.326,96.972,111.972,110.723,111.12,-33.428,33.699,6.031,3.999e-4,6.031,89.996,9.389,4.264,59.75,17.15,0.123,-1.066e-6,-2.955,-0.002,82.663,89.998,1203.52,107.52,0.456,0.007,9.819,130.122,98.494,3.113,0,0,28.835,0.471,0.224,0.112,0.134,0.471,0.024,0.074,2.185e-4,0,0,0,0,-2.836e-4,5.108,90,14.272,1000.118,0.001,339.948,0.328,1.308e7,10.16,81.073,0.05,0.042,0.008
1.376,102.466,117.466,109.072,109.456,-32.726,32.967,6.494,4.372e-4,6.494,89.996,9.161,3.984,59.75,17.15,0.109,-5.541e-6,0.805,1.831e-4,82.713,89.997,1203.52,107.52,0.456,0.007,9.819,130.133,98.494,3.114,0,0,27.953,0.47,0.225,0.112,0.134,0.47,0.021,0.065,-4.741e-4,0,0,0,0,2.168e-5,4.998,90,14.236,999.473,0.001,339.926,0.324,1.288e7,10.16,81.073,0.05,0.042,0.008
1.426,107.879,122.879,107.448,107.825,-32.182,32.29,6.948,4.757e-4,6.948,89.996,9.004,2.64,59.75,17.15,0.027,-5.999e-6,-1.305,0.005,82.649,89.999,1203.52,107.52,0.456,0.007,9.819,130.232,98.494,3.124,0,0,27.098,0.47,0.225,0.112,0.133,0.47,0.005,0.017,-1.982e-4,0,0,0,0,-5.88e-5,4.806,90,14.201,998.838,0.001,339.905,0.319,1.268e7,10.16,81.073,0.05,0.042,0.008
1.476,113.212,128.212,105.854,106.227,-31.581,31.643,7.395,5.124e-4,7.395,89.996,8.888,1.988,59.75,17.15,0.093,-5.37e-6,-0.01,-0.002,82.611,90.001,1203.52,107.52,0.456,0.007,9.819,130.142,98.494,3.115,0,0,26.279,0.47,0.226,0.112,0.133,0.47,0.018,0.056,-5.889e-5,0,0,0,0,0,4.664,90,14.167,998.213,0.001,339.884,0.314,1.249e7,10.16,81.073,0.05,0.043,0.008
1.526,118.465,133.465,104.292,104.662,-30.893,30.971,7.837,5.436e-4,7.837,89.996,8.789,2.191,59.75,17.15,0.061,-4.947e-6,1.906,-0.009,82.662,90.001,1203.52,107.52,0.456,0.007,9.819,130.178,98.494,3.119,0,0,25.491,0.47,0.226,0.112,0.132,0.47,0.012,0.036,9.16e-5,0,0,0,0,1.33e-4,4.528,90,14.132,997.597,0.001,339.863,0.309,1.23e7,10.16,81.073,0.05,0.043,0.008
1.576,123.642,138.642,102.766,103.13,-30.122,30.303,8.274,5.7e-4,8.274,89.996,8.658,3.309,59.75,17.15,0.086,-5.822e-6,-1.951,-0.007,82.77,89.998,1203.52,107.52,0.456,0.007,9.819,130.141,98.494,3.115,0,0,24.741,0.47,0.227,0.112,0.132,0.47,0.016,0.051,-2.87e-6,0,0,0,0,-1.435e-4,4.535,90,14.099,996.99,0.001,339.843,0.305,1.211e7,10.16,81.073,0.05,0.043,0.008
1.626,128.742,143.742,101.277,101.631,-29.511,29.699,8.702,5.979e-4,8.702,89.996,8.478,3.334,59.75,17.15,0.102,-2.678e-6,0.584,-0.007,82.804,89.997,1203.52,107.52,0.456,0.007,9.819,130.115,98.494,3.112,0,0,24.014,0.47,0.227,0.111,0.132,0.47,0.02,0.061,2.176e-4,0,0,0,0,1.324e-5,4.493,90,14.066,996.391,0.001,339.823,0.3,1.193e7,10.16,81.073,0.05,0.044,0.008
1.676,133.77,148.77,99.812,100.16,-29.107,29.162,9.122,6.295e-4,9.122,89.996,8.343,1.797,59.75,17.15,0.083,-2.797e-6,-1.116,-9.495e-4,82.747,89.994,1203.52,107.52,0.456,0.007,9.819,130.134,98.494,3.114,0,0,23.299,0.47,0.228,0.111,0.131,0.47,0.016,0.05,3.864e-4,0,0,0,0,-4.986e-5,4.212,90,14.033,995.802,0.001,339.803,0.296,1.175e7,10.16,81.073,0.05,0.044,0.007
1.726,138.724,153.724,98.369,98.716,-28.518,28.585,9.538,6.674e-4,9.538,89.996,8.273,1.957,59.75,17.15,0.055,-2.268e-6,1.343,-0.007,82.757,89.996,1203.52,107.52,0.456,0.007,9.819,130.166,98.494,3.117,0,0,22.621,0.47,0.228,0.111,0.131,0.47,0.011,0.033,-8.512e-5,0,0,0,0,7.434e-5,4.132,90,14.001,995.221,0.001,339.783,0.292,1.158e7,10.16,81.073,0.05,0.045,0.007
1.776,143.607,158.607,96.962,97.302,-27.715,28.03,9.948,7.09e-4,9.948,89.996,8.129,4.191,59.75,17.15,0.255,-3.518e-6,-0.038,0.007,82.814,89.998,1203.52,107.52,0.456,0.007,9.818,129.909,98.494,3.092,0,0,21.998,0.47,0.228,0.111,0.131,0.47,0.049,0.153,-1.956e-4,0,0,0,0,-6.104e-8,4.535,90,13.969,994.648,0.001,339.764,0.288,1.141e7,10.16,81.073,0.044,0.045,0.007
1.82,147.839,162.839,95.757,96.085,-27.285,27.572,10.301,7.434e-4,10.301,89.996,7.924,3.962,59.75,17.15,0.233,-3.688e-6,4.972,0.01,82.702,90,1203.52,107.52,0.456,0.007,9.818,129.933,98.494,3.094,0,0,21.455,0.47,0.229,0.111,0.131,0.47,0.045,0.138,4.764e-4,0,0,0,0,0.001,4.735,90,13.942,994.152,0.001,339.747,0.284,1.127e7,10.16,81.073,0.05,0.045,0.007
1.87,152.577,167.577,94.401,94.723,-27.159,27.174,10.692,7.788e-4,10.692,89.996,7.799,0.911,59.75,17.15,0.196,-4.532e-6,-5.467,0.013,82.413,89.998,1203.52,107.52,0.456,0.007,9.818,129.974,98.494,3.098,0,0,20.83,0.47,0.229,0.111,0.13,0.47,0.038,0.118,-2.205e-4,0,0,0,0,-0.001,4.446,90,13.911,993.596,0.001,339.729,0.28,1.11e7,10.16,81.073,0.05,0.046,0.007
1.92,157.263,172.263,93.049,93.376,-26.855,26.86,11.082,8.156e-4,11.082,89.996,7.808,0.523,59.75,17.15,0.406,-3.643e-6,0.417,0.013,82.276,89.993,1203.52,107.52,0.456,0.007,9.818,129.707,98.494,3.072,0,0,20.231,0.47,0.23,0.111,0.13,0.471,0.079,0.242,-4.147e-4,0,0,0,0,8.004e-6,4.142,90,13.88,993.046,0.001,339.71,0.276,1.094e7,10.16,81.073,0.03,0.046,0.007
1.95,160.052,175.052,92.246,92.576,-26.471,26.471,11.317,8.419e-4,11.317,89.996,7.815,0.105,59.75,17.15,0.312,-1.906e-6,3.997,0.016,82.345,89.99,1203.52,107.52,0.456,0.007,9.818,129.822,98.494,3.083,0,0,19.878,0.47,0.23,0.111,0.13,0.47,0.06,0.186,-3.683e-4,0,0,0,0,7.477e-4,4.072,90,13.862,992.719,0.001,339.699,0.274,1.084e7,10.16,81.073,0.04,0.046,0.007
1.99,163.719,178.719,91.2,91.531,-25.856,25.922,11.629,8.847e-4,11.629,89.996,7.777,1.838,59.75,17.15,0.04,2.997e-7,6.251,0.104,82.561,89.989,1203.52,107.52,0.456,0.007,9.818,130.163,98.494,3.117,0,0,19.424,0.47,0.23,0.11,0.13,0.47,0.008,0.021,-4.75e-4,0,0,0,0,0.002,4.067,90,13.838,992.289,0.001,339.685,0.271,1.072e7,10.16,81.073,0.05,0.047,0.007
